s1,s2,label,pred
妈你说你怎么了,问你怎么了,0,1
听你说的我好倒霉,看来我是要倒霉了,0,1
回家吃饭好吗,你吃饭吗,1,0
给我放个屁好不好,放个屁给大爷好吗,1,0
我可以给你起名字吗,从今天起你就有新名字啦,1,0
怎么自己检测手机硬件,自己怎么检测手机,0,1
双色球最新开奖,双色球最新开奖号码,1,0
你穿短裤吗,我没见过你穿短裤啊,0,1
到万达广场,帮我导航到万达广场,0,1
谁在过六一,我要过六一节,1,0
福彩3D开奖,3D中奖号,0,1
你是AI吗,你是智能吗,0,1
来了就来了这么早,早就出了,1,0
对你好不好,我对你好不好,1,0
为什么播放它只是经过,一首歌个中有一句他只是经过了,1,0
你和我结婚吧,你想和我结婚吗,1,0
你终于出来了,可算是出来了,1,0
情深深雨蒙蒙,播放情深深雨蒙蒙,1,0
关门关灯,小布关灯,0,1
我要查看我的手机摄像头的像素是多少,怎么查看我这个手机的像素,1,0
我没有关系,我也没事,0,1
糖醋排骨的配方,糖醋排骨,1,0
语音助手的播报声音变更,怎改手机语音助手的声音,1,0
你为什么能听懂我的话,你为啥就好听不懂我说的话,1,0
语音助手怎么用，为何是小布,语音助手是什么,1,0
有什么用吗,你的作用,1,0
手机照片添加不上文字怎么办,照片上编辑不上文字怎么办,0,1
我也不知道讲的是什么,我不知道该说什么了,0,1
咋更新手机版本,手机版本更新的说明,1,0
读一篇作文,要不要读一篇作文呢,0,1
你有爱人的吗,你是爱人要么有爱人,0,1
说一个脑子急转弯快快快,玩脑筋急弯,0,1
获取root特权,手机获取root权限,0,1
我和对象分手了,我们分手了,0,1
你是不是神经病,你是个神经病,1,0
那还有什么呢,没有什么了吧,0,1
怎么更改小布的回答,怎么该小布的回答,1,0
我们一起看月亮爬上来,我要和你看月亮高挂天空,0,1
你走吧不要你了,走吧我不要你了,1,0
我还想去找个老婆都没有人要我呢,都不愿意给我当老婆是为什么呢,1,0
想嫁给王源,我要嫁给王源,1,0
唱首数鸭子,唱一下数鸭子,0,1
你怎那么聪明啊,你怎么那么聪明,0,1
你可以唤醒你吗,怎可以唤醒你,1,0
你太聪明了,好好好就你聪明,0,1
太想你了,太想你了怎么办,1,0
买的东西在哪看,刚买的东西在哪里查看,0,1
帮我退出了,请你帮我退出好吗,0,1
出来聊天吧,我们聊一会不会都不行吧,0,1
你好会聊天呢,你聊天有意思,1,0
bome,bomebome,0,1
小布给我出个脑筋急转弯,筋急转弯,1,0
做的很好了,确实不错,0,1
你会怕人吗,你会恐惧吗,0,1
点按两次即可,点按两次,0,1
你能怎么样,你能拿我怎么样吧,1,0
这个世界上，谁长的最好看,请问谁是世界上最美丽的女人,0,1
老婆我没有呢,我缺女朋友,0,1
我只爱你我等你,永远等你我爱你,0,1
我爱上你了,谁能让我爱上你,1,0
坐稳了的话我就开车了,我上车了,0,1
我要睡觉了给我说晚安,过来跪安吧,1,0
你吹牛逼,吹牛逼我只服你,0,1
你难过吗,会不会很伤心啊你,0,1
你要睡眠了没有,你要休息吗,0,1
脑袋急转弯小布同学我要玩脑袋急弯,我问你的脑筋急转弯,1,0
打开声，讲个笑话,给我听个笑话,0,1
你究竟是谁,说你是谁,1,0
你真的是人工智能吗,告诉我你不是人工智能,1,0
小布现在在哪里，我现在在哪里,这是哪儿啊,1,0
不要拍照,退出照相机,0,1
没存什么老是提示内存不足,老是内存不足,0,1
快进被窝吧,我进被窝了,1,0
什么你都知道了,你知道什么啊,0,1
不好意思啊我不知道他在哪,抱歉没找到这个人,0,1
手机更新有什么新功能,这架手机有没有什么新功能,1,0
帮我把灯打开,电灯打开,0,1
你的笑话一点都不搞笑,你一点都不幽默,0,1
如何关掉手机充电提示音,如何关掉手机原有的充电提示音,0,1
你都会啥绝活,你都会点什么,1,0
你有朋友的吗,你的基友是谁,1,0
求王俊凯的签名,我要王俊凯的签照,0,1
讲个小笑话,讲一个搞笑的,0,1
说我是猪是什么意,你说我是猪是什么意,0,1
来电声音逐渐增强,来电音量增强,0,1
我要去上班,我现在去赚钱了,0,1
到底有没有说错,说错了说错了,1,0
怎键盘打字没有声音,手机键盘有声音怎么办,1,0
翻译一下这句话,翻译一句话,0,1
怎样恢复到之前的输入法,怎样恢复手机自带的输入法,0,1
怎么改手机桌面时间数字的颜色,怎么改桌面时间的颜色,1,0
你知道我喜欢的人是谁吗,你知道我最喜欢的人是谁吗,1,0
你不了解,我才知道你不了解我,1,0
重新讲个笑话,给我讲一个热笑话,1,0
你早晨吃饭了吗,你起来吃饭了吗,1,0
我们明明是好朋友啊,我是你好朋友,1,0
我想要肖战的签名照,想要肖战的签名照,0,1
求好看的恐怖小说,我想听一些恐怖小说,1,0
今天是我生日祝我生日快乐,今天是我生日你记住了,0,1
你好像有病,你差不多有病,1,0
我和平精英打不过了,和平精英我是打的吗,1,0
我没说过我行,我没说过,1,0
你应该会跳广场舞吧,你会跳广场舞吗,0,1
你也有眼睛啊,你有眼睛吗,1,0
就要睡觉了,然后睡觉了,1,0
你有多牛逼,你真是太牛逼了,0,1
今天好多了,今天是好多,0,1
你现在多大了,你是不是老人,0,1
你只会开小差吗,你会开小差吗,0,1
OPPO换内屏要多少钱,OPPO换屏多少钱,1,0
一人民币等于多少美元,一美元等于多少人民币,0,1
手机是否可以修改状态栏,手机是否可以更改状态栏位置,1,0
你是猪吗,你是一头猪,1,0
如何删除oppo社区的在线服务的会话,如果删除oppo社区的在线客服会话,1,0
你是傻子吗,你不可能是一个傻子吧,0,1
调整屏幕显示时间,如何调整黑屏时间,1,0
今天的运动情况,我今天跑了多少步,0,1
打开我的手机号,查看电话号码,0,1
我想知道你能不能放屁,放个屁听,0,1
你反应这么慢,你这么慢,0,1
我有个工作可以问我吗,我想问你个事,1,0
什么原因导致你害怕,你在害怕什么,1,0
你不要加油,你加什么油,1,0
妈妈你在哪里我好想你,你在哪里我好想你,1,0
我想找个女朋友,给我找一个女朋友,0,1
含有反义词的,含有反义词的词语,0,1
oppo的隐私相册怎么打开,OPPO手机私密相册怎么打开,0,1
哪里有洗浴中心,附近洗浴中心,1,0
不应该有女朋友呀,为什么没有女友,1,0
给我洗脚,可以给我洗洗脚吗,1,0
你觉着好不好吃啊,好不好吃啊,0,1
我说的是手机,我说的是说机,0,1
说出我的名字,我叫什么名,0,1
今天是农历的,今天是农历的多少,0,1
小红帽的故事,播放小红帽的故事,1,0
手机显示电池接触异常是怎么回事,显示电池接触异常是什么,1,0
我老妈今天问我叫什么,我的妈妈叫什么,1,0
我不想说什么了,我不知道该说什么,0,1
我要陪在你身边，我要陪我在你身边,一生有你的歌词,1,0
你也喜欢我吧,难道我不被你喜欢吗,0,1
为什么手机充电越来越慢了,为什么手机充电变慢了,0,1
啥时候能对我说我爱你呢,说一句我爱你,0,1
我确实再也不跟你玩儿了,哼不跟你玩儿了,0,1
你想做就去做吧,你自己看着办吧,0,1
你以为我不会害怕,我好怕呀,1,0
不想和你聊天怎么办,对你无语怎么办,0,1
oppo手机隐藏应用,oppo隐藏应用在哪,1,0
你为什么要努力,你不需努力吗,1,0
你这是干什么,你要干什么呀,1,0
你有什么可以帮助我的吗,需要什么帮助吗,0,1
聊天怎么聊,不会聊天怎么办,1,0
144乘三点一四,三点一四乘以144,0,1
你可以对我表白吗,我是你喜欢的类型吗,0,1
因为我不喜爱你,你没察觉的出来，我开始讨厌你了吗,1,0
面壁思过,那你去面壁思过吧,0,1
我可以把我声音变成男生吗,男生可以把女生的声音改成女生的声音吗,1,0
已经升级最新版本了,我已经最新版了我还想升级,0,1
我觉得我好无聊,我好没意思呀,0,1
明日要不要读书,明天我要不要去读,0,1
不放个烟花,不放鞭炮,0,1
是什么节日,什么节日还有,1,0
为什么我玩游戏找不出游戏助手,我为什么没有游戏助手,0,1
你怎么摔坏了啊,你摔坏了,1,0
播放QQ音乐里面的,播放QQ音乐里面的音乐,0,1
我的微信怎么打开,微信怎么发送言到微信里去,1,0
我喜欢王源,我最喜欢王源,1,0
你好你反映,你好，你好你好,1,0
你的爸爸妈妈是谁呢,你有爸爸妈妈吗,0,1
预约服务介绍,预约服务范围,0,1
是不是要跟我吵架,跟我吵架,0,1
应该说什么那你,那你会说什么,1,0
今天我妈妈和我吵架了,今天我和我妈吵架了,1,0
我想听的故事,你给我讲故事吧,1,0
重讲一个,一遍再讲一遍,0,1
我得关机,我到底要关机干什么,1,0
棕色的的英文,棕色的英文是什么,0,1
这么简单你都不会,这么简单你都不知道,1,0
前置摄像头每次被程序占用无法打开,手机前置摄像头被占用无法解锁,1,0
我现在什么都不能做,我也是啥都不可能了,0,1
我说我睡不着是肯定的,我说我睡不着,0,1
我需要充电,怎么办我需要充电,1,0
没心情做任何事情,没事情做,0,1
我就打你,我就弄死你,0,1
qq飞车,上qq飞车,0,1
我老婆不要我了,我老婆不要我咋办啊,1,0
今天下大雨了,今天好像下雨了,1,0
王者荣耀里谁才是英雄里最强的,王者荣耀里最厉害的英雄是谁,0,1
我还不开心呢,不开心了我还是,0,1
我是五g网络还是四g网络,我现在是五g网络嘛,0,1
明星大侦查第四季第二期,明星大侦缉,1,0
给我讲个大笑话,笑话啊,1,0
播放不会显示歌词,播放歌曲不显示歌词,0,1
半年延保,参加半年延保,1,0
好想找个女朋友,我想找个女朋友聊天,1,0
520给谁打电话,520打电话给别人,1,0
嘿你会说话吗,没什么问题的话说一下话吧,1,0
永远不要去打扰我,叫你滚蛋，别来打扰我,0,1
你这么说该当吗,你别这么着说,0,1
我真的会说好话,你好，厉害，你好,1,0
你会上学吗,课你会不会去上,0,1
笑话笑话笑话笑话笑话,给我讲个搞笑的,0,1
你觉得怎么样,你有什么感觉,0,1
光遇游戏闪退,小游戏闪退,1,0
你可以读,给我朗读一下,1,0
保修期有多长,保修期为多久,0,1
OPPOa五,oppo a5,1,0
22点叫我,22点叫我起床,1,0
你喜欢唱歌吗,你最喜欢唱什么歌曲,1,0
你还是给我唱一首歌给未来吧给我的未来,给我一首歌吧,1,0
你要真心待我,你别骗我啊,0,1
你讲个故事,放一首故事,1,0
打开手机服务,打开电话服务,0,1
我想和你玩游戏,玩游戏吗就你和我,1,0
给我讲个冷笑话,你可以给我讲个笑话吗,0,1
想给你换一个名字,给你换一个名字如何,1,0
你的官方名字叫什么,你的真实名字叫什么,0,1
小布明天什么天气啊,小度小度明天有雨没有,1,0
请唱首歌好吗,唱一首歌听听,0,1
我在这儿了,我已经到这儿了,1,0
为什么我使用不了和德保障服务,无法享受和德保障服务的情况,1,0
你可以唱一首歌给我听,给我唱首歌吧,0,1
你能说英语吗,你会不会英语,0,1
我不喜欢音乐,音乐这个东西跟我无关,0,1
跳的英文怎么说,跳的英文是什么,0,1
你的生日是什么时候,你知道你的破壳日吗,1,0
脑筋急转弯：再出一个脑筋急转弯,脑筋急转弯打开脑筋急转弯,1,0
不要看我,怎么会想要你看我,0,1
我心里没有你啊,心房是空的我的,0,1
今天适合穿什么衣服,你现在是什么穿着,0,1
我的电话卡为什么变成2G网了,打电话时为什么4G网变成2G网,0,1
READ的过去式,WRITE的过去式,0,1
今哪个国家是现在所在国家,你在哪个国家,1,0
一不小心删了照片怎么办,不小心把照相机删掉了怎么办,0,1
你可以唱歌吗,小布放歌，小布放歌,1,0
能不能快点滚啊,那你可以滚了,1,0
文件管理中的相册不小心删了怎么恢复,文件管理相册怎么恢复,0,1
哎来啦来啦,阿拉来啦来啦来啦来啦,0,1
我附近的售后,附近的售后维修,1,0
老子心情不爽,我心情不好,0,1
oppo人工服务,oppo人工服务号码,0,1
这手机充电提示音怎么弄啊,这个怎么更换充电提示音,0,1
非你不骂，非你不骂，非你不骂,我就骂你，你怎么骂,1,0
然后就给我,那就给我,0,1
搞笑段子,说一个笑来听一下,0,1
你有什么新功能吗,你能干些什么,1,0
如何打开qq动态,qq好友动态岂打开,1,0
我钥匙呢,找不到我的钥匙了,1,0
请回答我的问题,能回答我的问题吗,0,1
真佩服你,我对你是佩服得五体投地，你说我怎么了,0,1
都是你气的我,被你气的我都不要不想说话了,0,1
如何提升成长等级的方法有哪些,成长等级的提升方法有什么,0,1
也差不多了,是时候该开始准备下一件事了,0,1
十月三十号,十月三十日,1,0
出几个脑筋急转弯,小布讲一个脑筋急转弯,1,0
你真的是没有一点用,我要你何用啊,1,0
我不喜欢单身,我不想单身,0,1
客服中心换新手机当天就能拿到吗,更换手机当时就能拿到吗,0,1
我和你之间没有一点关系,我又不是你的谁,0,1
你没吃饭吗,你不吃饭吗,0,1
为什么亮屏就自己开锁了,锁屏时为什么他自己就亮了,0,1
你是我的女朋友,你是我的女朋友好吗,1,0
嗯你说啥啥我没听懂,嗯嗯你说什么,0,1
我到底叫什么名字,你们都怎么称呼我呢,0,1
你信不信不需要你的时候我就把你吃掉了,我吃了你我不需要你,0,1
帮我开拓听歌识曲,这首歌的名叫什么,1,0
看来我要加油呐,我必须要拼尽全力,0,1
关电筒,关单关手电筒,1,0
为什么下雨,搜索一下天为什么下雨,1,0
给我个绝活,你都什么绝活,1,0
我的无线蓝牙耳机一个声音大一个小,蓝牙耳机一个声音大一个声音小,0,1
零点七除以0点三五,零点三五除以零点七等于稍,0,1
怎么残忍的拒绝追求者,怎么拒绝别人,1,0
网易云不在通知栏显示,网易云音乐无法在通知栏显示,0,1
2002年的第一场雪,播放2002年的第一场雪,1,0
可以赚钱的软件有如何,争运用赚钱方法,1,0
我真的说你呢,说的就是你呀,0,1
想找个女朋友,给我找一个女朋友,0,1
小布我想吃火锅,有点饿了,0,1
十五乘十四,十四乘以四等于,1,0
为什么充电充不进去,为什么充电显示却充不进去,0,1
没有人知道我为什么叫你你不理我,我为什么叫你你不理我,0,1
你会给我喝奶茶么,我借我20块钱喝奶茶，我该借吗,1,0
电池价格,电池资费,0,1
不好意思我不会哭我只会笑,我不会笑,0,1
你在跟我说话吗,你真的是在和我说话啊,1,0
准备的背可以组什么词,背可以组什么词,1,0
为何指纹识别不管用了,为什么指纹不好用,0,1
我很欣赏你,我觉得你可以,0,1
你平时都懂什么啊,你懂什么啊,0,1
没有我需要的,我什么都不要,0,1
你那有摸到鱼啊,摸到鱼了吗,1,0
圣诞节快乐,欢度圣诞,0,1
我不喜欢烦恼但他总是围绕着我,我好烦哪,0,1
启动笑话段子,讲个冷笑话给我听,0,1
你会不会吃饭,你能吃饭么,1,0
你能帮我解决一个问题吗,问一个问题,0,1
你看我干嘛,看去干嘛我要,1,0
你一直这样,你还这样,0,1
想前男友了,我这么想前男友,1,0
你的话说的是人话吗,你能说人话么,0,1
来段bbox,来段口技,0,1
请用普通话说话,你会不会讲普通话,1,0
微信返回,返回微信首页,0,1
你这不是废话吗,那不是废话吗,1,0
我好冷呀,今天是否有点冷啊,1,0
我想听你给我唱的歌,给我唱的歌,0,1
你的屁股大小,你的屁股是否很大,0,1
当这种时候我就有点难过,这种时候我有一点点的过,1,0
一百加一百等于二百,一百加二百,0,1
有什么用处,那你会啥,0,1
退出QQ,退出QQ账号,0,1
k7的屏幕是多少,这手机多少hz,1,0
一个笑话吧,再讲一个笑话吧,1,0
你会freestyle吗,有freestyle吗,0,1
你会更新吗,难道你不能更新吗,1,0
有人给你发消息,给你发消息,0,1
怎么在显示屏上显示农历,怎样在锁屏上显示农历,1,0
明天天气怎样,明天天气怎,0,1
几点多了,现在时间是几点,1,0
还有多久过年呀,还有多少天春节,0,1
约你吃饭,难道我不能约你吃饭吗,0,1
帮我扫描病毒,帮我清理病毒,1,0
打开手机游戏,打开游戏游戏,0,1
有什么好游戏可以玩,有什么好游戏吗,1,0
为什么你关不了机,你到底能不能关机,0,1
烦死你了,太讨厌你了,0,1
哈哈哈再来一个,哈哈你怎么这么搞笑再来一个,0,1
你是小度吗,你认识小度吗,0,1
那个啥呢,把那个啥子啊,1,0
原来手机照片导入新手机,旧手机导出照片到新手机,0,1
你这个瓜皮,你这个笨蛋,1,0
我说爱上你了，我说我爱上你,如果我以为我就是你命中注定的那个人,1,0
长得好丑啊,长得丑，活得久,1,0
32乘以六十二等于几,十六乘以32等于微微,1,0
你难道知道我的吗,那你知道我吗,1,0
积分兑换商品没用啊,积分商城兑换商品用不了,0,1
我的账号是啥,什么是账号,0,1
你的英文吗用英文,你的英文,1,0
我好像失眠了,我现在睡不着,0,1
宗教产生的根源是什么,宗教的本质是什么,0,1
我被你骗到了,你忽悠我,0,1
你喜欢啥你喜欢我吗,喜欢我什么呢,0,1
明天是要去玩吗,明天的任务是不是玩啊,1,0
k7支持的频段,k7的频段,0,1
多讲几个笑话,小布给我讲个笑话,1,0
你有没有嘴巴,你怎么可能没有嘴巴呢,1,0
忘记了手机账号密码手机号没有了怎么办,我的手机账号和密码忘记了怎么办啊,1,0
黑小布你在吗,黑小布你在哪里,0,1
咱就是说笑说笑,开玩笑的,0,1
爸爸妈妈叫什么名字,你爸妈叫什么名字啊,1,0
怎么让手机一直亮着不关,怎么让手机屏幕一直亮着,1,0
为何要我关掉我，别管我非要关了,我就想关机,1,0
什么事情,还有什么事情,1,0
你叫我主人,可不可以叫我主人,1,0
在腾讯视频怎看,腾讯视频怎样打开,0,1
我对你好你不要到处去给别人说,我对你很好,1,0
几点了九点了,九点了,0,1
可是小要问你什么,我要问你什么,1,0
你想表达什么意思,你这什么意思,1,0
桌面已锁定怎么取消,页面锁定怎么取消,0,1
我还是个宝宝,宝宝是我,0,1
我要带你上天,想不想上天我可以带你,1,0
不要关机,确认关机不要关机,0,1
妈妈我要吃烤山药,我想吃烤山药,1,0
她漂亮还是我漂亮,你们觉得我们俩谁长得漂亮,0,1
oppo官网,oppo手机官方网站帮我打开一下,0,1
你能唱歌给我听吗,给我放歌,0,1
打QQ电话,QQ通话,0,1
给妈咪的有视频,给妈妈的视频,0,1
一键指令,手机快捷指令,0,1
小布软件商店怎打开,我怎打开软件商家,0,1
还不下班怎么办,为什么还不下班呢,1,0
我太想你了,突然想起你,0,1
新系统什么时候推送,系统什么时候给我们更新,0,1
r11怎么设置话音唤醒,r11岂设置语音唤醒,1,0
OPPO手机拍月亮,OPPO手机如何拍月亮,1,0
今天很伤心,我好想大哭一场,1,0
打开电话号码本,查电话号码,1,0
如何打开后台运转清理,如何清理后台运行程序,0,1
笑话两个,我想听笑话↙,1,0
话说我正在生你的气,我就生你的气,0,1
你有病啊你,你脑子里有包吧,0,1
微信给我打开,给我微信,1,0
机器人就是机器人,这个机器人肯定还是那个机器人,1,0
oppoa92充电器,oppoa92原装充电器,1,0
我有点缺钱,我两手空空,0,1
手机密码忘记,手机密码忘,0,1
明年什么年,明年属什么,1,0
求换一首歌给我听,歌词我不要听这首歌,1,0
现在突然发现一个新问题,惊人的发现，我也不知道以此问题怎么解决,1,0
你想不想睡觉,那你睡觉吧,0,1
打开设置隐私,打开隐私应用,1,0
有nfc功能吗,手机支持nfc功能吗,0,1
刚才说错了,对不起说错了,0,1
你的身材好吗,那你长得胖不胖呢,0,1
我想要你走进我的心里,我想喜欢你,0,1
怎么把以前手机里的照片转到这个手机里,怎么把其他手机里的照片导,0,1
凌晨三点半叫我起床,小布三点半叫我起床,1,0
我在做作业,我不是在写作业吗,0,1
摄像头里面进了一些灰尘，怎么办,前置摄像头里面进灰尘怎么搞,0,1
帮我播放油精,给我唱油精,0,1
另一半在路上呢,我没有老婆,1,0
屏幕时长,屏幕时间长,0,1
对呀我觉得,唉我觉得,0,1
十九乘以九,十九乘以十九等于多少,0,1
我不想工作,我能不能不工作,0,1
怎么用语音召唤语音助手？,怎么召唤语音助手,0,1
我这个是个傻逼,我说你真是个笨蛋,1,0
明天上不上学,明天学校到底放不放假啊,0,1
我也不好意思向你道歉,我也不好意思,1,0
你放个屁给我听,哥放个屁,1,0
一个观音灵签怎摇,求观音灵签签,1,0
你还爱我,我感受到了你爱我,0,1
老婆是什么东西,你老婆的姓名是什么,0,1
真的没人家里,我没在家,1,0
你厉害吗,你这么厉害吗,0,1
好的那你休息一会儿吧,你先歇一会儿吧,0,1
谁还不是个仙女,我叫仙女怎,1,0
你好厉害,你唱的真好哟,1,0
没看清脸,一晃而过脸实在是看不清,0,1
你对象哪里的,谈对象没有,1,0
要跟我吵架是吗,跟我吵架,0,1
代打王者荣耀,小布帮我打一下王者荣耀,1,0
为什么我手机是蓝色,为什么我手机的电量显示是蓝色的,0,1
和说早安,请对我说早安,0,1
是什么意思呢,那是什么意思呢,0,1
a11x支持悬浮,a11x有悬浮窗,0,1
为什么不和我交往,为啥不做我老婆,0,1
这个单词怎么读,这个英语单词怎么读,0,1
现在有充电提示音吗,现在有手机充电提示音吗,0,1
OPPO手机有哪些隐藏功能,OPPO手机有隐藏功能吗,1,0
请别说了。烦人,我非常讨厌你,1,0
播放抖音歌曲,播放抖音网红歌曲,1,0
叫我master,叫我主人,1,0
那你干什么呀,那你能干什么呀,0,1
我能帮你取名字,我帮你取个名字好不好,1,0
我连接蓝牙耳机声音很小,连接蓝牙耳机声音很小怎么办,1,0
在个屁刚刚叫你几声你都不答应,刚刚你不在呢,0,1
亲爱的老婆,爱的老婆,0,1
hello,howdoyoudo,1,0
让你害怕的原因是什么,你在怕什么,0,1
怎么更改来电提示音？,如何更改充电提示音？,1,0
什么风什么雨,风什么雨什么,0,1
我手机为什么要关机后开机才能充电,我是说为什么要关机才能充电,1,0
那最好了,那真是好了,0,1
现在不是晚上吗,现在是晚上,1,0
帮我把音量调大,把媒体音量调大,0,1
修手机后面的玻璃中框多少钱,后面的中框和后边的后盖都换了，要多少钱,1,0
运动真的很痛苦,怎不想运动,1,0
我手机里的照片没了怎么找回,本手机拍下来的照片怎么找回,1,0
USB共享网络,开启USB共享网络,1,0
你又搞错了,谁让你搞错了,0,1
我要玩怼人博士,我要玩怼人模式,1,0
一点的笑话,说个笑话给我听一下,0,1
如何更改充电提示音？,如何更换电量提示音,0,1
小布可以帮我玩游戏吗,小布可以玩游戏吗,0,1
呼噜呼噜呼噜,小布打个呼噜,0,1
这个一定要,定了一个,1,0
你今天在干嘛,今天要干什么,1,0
我觉得你会升级,你会升级吗,1,0
我帮你啊,也想帮你啊我,0,1
没有人陪我,是不是没有人陪我,0,1
讲个搞笑,讲个笑话给我听一下,1,0
闹钟不会自动开机响,闹钟不自动开机,1,0
小冰讲笑话,搞个人笑话,1,0
你长的美吗,你是不是像花一样美丽的,0,1
为什么你什么都不知道,你能知道点什么,1,0
你妈漂不漂亮,你妈妈漂不漂亮,0,1
随便聊聊怎么样,能陪我聊一下天吗,0,1
你的生日是多少号,你是哪天生的啊,0,1
谢谢你哦,谢谢你的夸奖呢,0,1
a72在哪设置5g,a72的5g在哪里找,1,0
你长胡子了吗,你会不会长胡子了,0,1
可以修改充电声音嘛,可以设置充电的声音嘛,0,1
我的相册里面的相片不见了,手机里的照片不见了，怎么办,1,0
聊天会不会不好,你们都会聊什么天,1,0
你给我找几个看一下,你给我找个对象,1,0
你不会开玩笑的吧,你会开玩笑吗,0,1
更换屏幕多少钱,屏幕总成更换多少钱,0,1
我偷了人家的手机,我手机被偷了,0,1
你有微信号吗,你有微信号码,1,0
你会学习什么乐器,你会学乐器吗,1,0
我马上回去,让我回去,0,1
羡慕的慕怎么组词,羡慕的羡组词,0,1
什么型号支持无线充电,该手机型号支持无线充电吗,0,1
你千万不要陪我,能陪陪我吗,1,0
手机通话听筒无声的解决方法,手机打电话听筒没有声音，好像是坏了,1,0
你有啥功能,有多少功能，你知道么,0,1
唱首歌听一下,唱首歌你听吧,0,1
你再唱一首歌,你再唱一首歌吗,1,0
我希望咱俩在一起,咱俩在一起吧,0,1
小付你喜欢谁啊,那你喜欢谁呀,0,1
手机经常制动重启,手机经常自动重启,1,0
早上好新的一天又开始了,又是崭新的一天早安,0,1
oppoa8多少安,oppoa8的电池稍毫安,1,0
不要小气吗,大方点都交出来吧,0,1
拍快手,快手给我打开,1,0
打电话给张婷,给张玉婷打电话,1,0
你就不能和我说话吗,我想让你说话,0,1
你给我发个表白吧,你和我谈恋爱吧,0,1
给我讲笑话,还想听笑话,0,1
那个叫啥来着,那个啥啊,0,1
手机发烫厉害怎么回事,手机发热厉害怎么办,1,0
你到底告不告诉我,和我告个吧,0,1
你好帮我查一下我的订单,你好我想问一下我的订单在哪里,0,1
手机用不起4g卡，就是不能切换3g卡,无法切换网络了，是不是代表就用不起3g了,0,1
怎么解决呢,怎样才解决,0,1
OPPOace2防水吗,oppo ace2是否防水,1,0
杨紫是谁呀,小布杨紫是什么,0,1
没有我你会怎么样,为什么你不能没有我,1,0
我需要买一些好看的衣服,想买好看的衣服,0,1
OPPOr15有没有唤醒语音功能,oppor15有没有语音功能,1,0
明天会有雨,明天有雨吗明天有雨吗,1,0
不给我打开快手,小布打快手,1,0
定一个早晨七点的闹钟,定一个明天早晨七点的闹钟,1,0
充电式发热,充电时充电器发热,1,0
打视频给大姐,给大姐发视频,1,0
为什么屏幕,为什么手机屏幕,0,1
怎么才能回家,我想回家怎么办,0,1
我要远离你,我想离开你,0,1
我给你唱歌好不好,如果我给你唱歌你觉得怎样,0,1
你给我唱一首歌歌的名字叫,给我唱首歌吧,0,1
我不想说我先说,你有什么先说什么吧，我不想再说,1,0
密码忘了怎么打开,怎么打开密码,1,0
你可以讲个故事吗,我听故事,1,0
你的名字是啥,你没名字吗,1,0
哪里都不去,所以你们是真的哪里都不去吗,1,0
上学好困,为什么上学总是犯困,1,0
我需要你安慰,你哄哄我,0,1
读未读信息,阅读一下短信,1,0
为什么我不可以做,为什么不可以做,0,1
怎样删除屏幕密码锁,锁屏密码的取消方法,0,1
我看抖音,抖音的抖音怎么开启,1,0
早上起来干什么,明天早上你会干什么,1,0
oppo原键盘怎么恢复,怎么恢复oppo键盘,0,1
你和我都不在这啊,我和你不在这里啊,1,0
换个笑话,再换一下,1,0
我还真不是,我还不是,0,1
播放最新资讯,给我讲新闻,0,1
你把我的东西发过来吧,你发过来吗,1,0
在百度搜索,找到百度,0,1
今天穿什么衣服出门,今天适合穿什么衣服出门,0,1
有nfc的机型,那个机型有nfc,0,1
删除广告,删除所有广告,0,1
我的问题你可以回答吗,可以问我一个问题吗,0,1
这个也太绝对了吧,这个绝对,0,1
一起合影,一起拍照吧,1,0
手机怎么关闭自动更新,怎么关闭软件自动更新,0,1
打开新闻早报,新闻早间播报,0,1
那你做我的女朋友吧,既然你也喜欢我，那我们在一起吧,0,1
可以帮我解开密码吗,请帮我解开密码,1,0
我要听一首故事,我要听讲故事,0,1
大大后天的天气,大大大的后天天气怎样,0,1
你的老板是谁,你老大是谁,1,0
请你吃饭了,请你吃饭了吗,1,0
怎么下载小步语音助手,怎么下载语音助手,1,0
你会玩术语接龙吗,成语接龙啊啊呀,1,0
来呀相互伤害呀,来呀对骂,0,1
你谈过几次恋爱,你有几个前任,0,1
会做什么,你都能干嘛,0,1
你会不会唱学猫叫,学个猫叫,0,1
给我唱首歌吧,那你帮我唱首歌好不好,0,1
你说怎么聊,你说什么你决定什么,1,0
你长坏了,你长得太丑了,1,0
小布我想听现在最火的歌,现在什么歌最火,0,1
你真的不喜欢我,不喜欢我,0,1
我知道你知道我什么，但是别这样了,别这样你别这么样的,1,0
做我女朋友,做我的女朋友好吗,0,1
双色球开出多少钱,双色球中奖号码,0,1
我失恋了，很难过，好难受,我感觉好像失恋了,1,0
你有没有缺陷,你没有缺点,1,0
你是不是很傻,你是不是最笨的,1,0
能怎样呢你我想发火就发火,就生气怎么样你能奈我何,0,1
我很生气怎么办,我火气大怎么了,0,1
我不相信你说的话,你不相信我,1,0
我不喜欢和你聊天，怎么办,别拉呱了，你别拉呱了,1,0
你有啥事,你都有什么,0,1
屏幕下拉没有录屏,手机下拉为何没有录屏,1,0
ace2防尘,ace2防水,0,1
怎样下载手机操作系统,手机系统怎么下载,0,1
你干什么去了,你刚才去干什么了,0,1
再来一句绕口令,小布你会说绕口令吗,1,0
